id,latitude,longitude,time,magnitude,mc_current
367,38.50174,-112.88411,2024-04-04 07:40:50.489,-0.7,-1.0
368,38.50102,-112.8842,2024-04-04 07:41:35.415,-0.93,-1.0
369,38.50063,-112.88388,2024-04-04 07:42:04.659,-0.59,-1.0
370,38.50104,-112.88396,2024-04-04 07:44:03.669,-0.27,-1.0
371,38.50152,-112.88343,2024-04-04 07:44:22.963,-0.87,-1.0
372,38.50138,-112.88325,2024-04-04 07:45:58.202,-0.66,-1.0
373,38.50107,-112.88396,2024-04-04 07:47:26.016,-0.86,-1.0
374,38.50087,-112.88295,2024-04-04 07:47:30.482,-0.61,-1.0
375,38.50089,-112.88295,2024-04-04 07:48:08.131,-0.43,-1.0
376,38.50189,-112.88397,2024-04-04 07:48:17.328,-0.82,-1.0
377,38.50084,-112.88295,2024-04-04 07:48:35.851,-0.74,-1.0
378,38.50155,-112.88382,2024-04-04 07:49:51.925,-0.94,-1.0
379,38.50118,-112.88408,2024-04-04 07:50:48.280,0.67,-1.0
380,38.5011,-112.88393,2024-04-04 07:53:19.905,-0.55,-1.0
381,38.50219,-112.88323,2024-04-04 07:55:21.388,-0.77,-1.0
382,38.5016,-112.88418,2024-04-04 07:56:04.968,-0.61,-1.0
383,38.50188,-112.88397,2024-04-04 07:56:39.210,-0.7,-1.0
384,38.50076,-112.88395,2024-04-04 07:59:01.241,-0.02,-1.0
385,38.50059,-112.88299,2024-04-04 07:59:40.366,-0.64,-1.0
386,38.50178,-112.88412,2024-04-04 08:00:02.318,0.12,-1.0
387,38.50031,-112.88387,2024-04-04 08:03:51.097,-0.91,-1.0
388,38.50161,-112.88302,2024-04-04 08:04:32.386,-0.54,-1.0
389,38.50112,-112.88391,2024-04-04 08:04:43.103,-0.94,-1.0
390,38.501,-112.88287,2024-04-04 08:05:23.531,-0.69,-1.0
391,38.5014,-112.88404,2024-04-04 08:06:49.080,0.08,-1.0
392,38.50157,-112.88381,2024-04-04 08:06:54.890,-0.95,-1.0
393,38.50195,-112.88397,2024-04-04 08:08:50.077,-0.86,-1.0
394,38.50104,-112.88396,2024-04-04 08:13:00.006,-0.29,-1.0
395,38.50138,-112.88325,2024-04-04 08:14:01.488,-0.81,-1.0
396,38.5017,-112.88415,2024-04-04 08:16:48.002,-0.3,-1.0
397,38.50027,-112.88391,2024-04-04 08:17:05.071,-1.0,-1.0
398,38.50194,-112.88397,2024-04-04 08:17:22.418,-0.8,-1.0
399,38.50076,-112.88395,2024-04-04 08:18:01.086,-0.13,-1.0
400,38.50015,-112.88396,2024-04-04 08:18:51.866,-0.5,-1.0
401,38.50197,-112.88329,2024-04-04 08:19:42.296,-0.88,-1.0
402,38.5022,-112.8836,2024-04-04 08:20:55.297,-0.64,-1.0
403,38.50156,-112.88383,2024-04-04 08:21:03.432,-0.96,-1.0
404,38.50306,-112.88289,2024-04-04 08:21:54.997,0.09,-1.0
405,38.50226,-112.88331,2024-04-04 08:22:35.567,0.14,-1.0
406,38.49988,-112.88379,2024-04-04 08:23:12.940,-0.7,-1.0
407,38.50037,-112.88442,2024-04-04 08:24:02.023,-0.82,-1.0
408,38.49982,-112.88422,2024-04-04 08:24:51.112,-0.15,-1.0
409,38.49976,-112.8838,2024-04-04 08:25:24.196,-0.78,-1.0
410,38.50104,-112.88396,2024-04-04 08:26:43.118,-0.47,-1.0
411,38.50006,-112.88314,2024-04-04 08:29:15.439,-0.88,-1.0
412,38.49968,-112.88331,2024-04-04 08:29:49.858,-0.23,-1.0
413,38.50181,-112.88407,2024-04-04 08:29:58.159,-0.26,-1.0
414,38.50111,-112.88388,2024-04-04 08:30:01.809,-0.78,-1.0
415,38.50184,-112.88405,2024-04-04 08:31:25.270,0.44,-1.0
416,38.49976,-112.88322,2024-04-04 08:32:43.507,-0.4,-1.0
417,38.50163,-112.88333,2024-04-04 08:32:50.812,-0.59,-1.0
418,38.50175,-112.88334,2024-04-04 08:34:30.383,-0.99,-1.0
419,38.50026,-112.88438,2024-04-04 08:34:34.344,-0.79,-1.0
420,38.5022,-112.8836,2024-04-04 08:35:02.343,-0.97,-1.0
421,38.50227,-112.88331,2024-04-04 08:35:14.615,-0.9,-1.0
422,38.50043,-112.88434,2024-04-04 08:38:30.324,-0.98,-1.0
423,38.50081,-112.88295,2024-04-04 08:39:14.690,-0.35,-1.0
424,38.50027,-112.88449,2024-04-04 08:39:40.743,-0.93,-1.0
425,38.50194,-112.88273,2024-04-04 08:40:20.938,-0.78,-1.0
426,38.50138,-112.88325,2024-04-04 08:40:45.180,-0.7,-1.0
427,38.50173,-112.88408,2024-04-04 08:41:14.572,-0.42,-1.0
428,38.5014,-112.88404,2024-04-04 08:41:32.038,0.26,-1.0
429,38.50204,-112.88391,2024-04-04 08:41:43.142,-0.61,-1.0
430,38.50118,-112.88408,2024-04-04 08:41:45.960,0.34,-1.0
431,38.49996,-112.88316,2024-04-04 08:42:48.497,-0.98,-1.0
432,38.49947,-112.88449,2024-04-04 08:43:06.859,-0.41,-1.0
433,38.50039,-112.88444,2024-04-04 08:43:11.510,-0.37,-1.0
434,38.5023,-112.88269,2024-04-04 08:43:38.100,0.11,-1.0
435,38.50173,-112.88401,2024-04-04 08:43:56.313,-0.9,-1.0
436,38.50016,-112.88428,2024-04-04 08:46:31.408,-0.98,-1.0
437,38.49923,-112.88362,2024-04-04 08:48:36.023,-0.87,-1.0
438,38.50128,-112.88328,2024-04-04 08:48:39.247,-0.98,-1.0
439,38.50171,-112.88338,2024-04-04 08:49:28.172,-0.92,-1.0
440,38.50064,-112.88062,2024-04-04 08:49:38.725,-0.67,-1.0
441,38.50248,-112.88337,2024-04-04 08:50:30.576,-0.83,-1.0
442,38.50076,-112.88395,2024-04-04 08:50:37.754,-0.46,-1.0
443,38.5028,-112.88258,2024-04-04 08:51:04.592,-0.91,-1.0
444,38.49994,-112.8843,2024-04-04 08:51:32.828,-0.95,-1.0
445,38.50107,-112.88119,2024-04-04 08:53:56.596,-0.12,-1.0
446,38.50157,-112.88313,2024-04-04 08:54:15.419,-0.98,-1.0
447,38.50229,-112.88331,2024-04-04 08:54:30.616,-0.38,-1.0
448,38.50176,-112.88407,2024-04-04 08:55:27.703,-0.13,-1.0
449,38.50178,-112.88412,2024-04-04 08:56:07.793,0.28,-1.0
450,38.50201,-112.88396,2024-04-04 08:56:27.332,-0.1,-1.0
451,38.50059,-112.88298,2024-04-04 08:59:13.880,-0.25,-1.0
452,38.5016,-112.88418,2024-04-04 08:59:23.449,-0.55,-1.0
453,38.50215,-112.88388,2024-04-04 09:00:09.321,-0.96,-1.0
454,38.50014,-112.88422,2024-04-04 09:00:42.797,-0.99,-1.0
455,38.50104,-112.88396,2024-04-04 09:01:10.809,-0.52,-1.0
456,38.50181,-112.88407,2024-04-04 09:02:50.380,-0.39,-1.0
457,38.5017,-112.88415,2024-04-04 09:02:55.875,-0.66,-1.0
458,38.50263,-112.88353,2024-04-04 09:03:12.467,-0.07,-1.0
459,38.50261,-112.88272,2024-04-04 09:07:02.682,-0.61,-1.0
460,38.50248,-112.88323,2024-04-04 09:07:25.253,-0.72,-1.0
461,38.49988,-112.88422,2024-04-04 09:07:49.357,-0.69,-1.0
462,38.49956,-112.88377,2024-04-04 09:09:11.699,0.3,-1.0
463,38.50194,-112.88397,2024-04-04 09:09:39.912,-0.81,-1.0
464,38.49982,-112.88422,2024-04-04 09:15:42.158,0.2,-1.0
465,38.49986,-112.88381,2024-04-04 09:15:59.976,-0.79,-1.0
466,38.50164,-112.88322,2024-04-04 09:17:20.094,-0.88,-1.0
467,38.50026,-112.88438,2024-04-04 09:18:04.920,-0.37,-1.0
468,38.5023,-112.88385,2024-04-04 09:18:23.251,-0.6,-1.0
469,38.50162,-112.88414,2024-04-04 09:19:38.187,-0.84,-1.0
470,38.502,-112.88397,2024-04-04 09:19:55.859,-0.36,-1.0
471,38.50651,-112.87763,2024-04-04 09:19:59.750,-0.48,-1.0
472,38.50079,-112.88437,2024-04-04 09:20:17.231,-0.75,-1.0
473,38.50197,-112.88396,2024-04-04 09:20:19.625,-0.37,-1.0
474,38.50227,-112.88331,2024-04-04 09:21:24.263,-0.65,-1.0
475,38.50014,-112.88422,2024-04-04 09:21:59.256,-0.83,-1.0
476,38.5017,-112.88415,2024-04-04 09:22:03.237,-0.37,-1.0
477,38.50257,-112.88364,2024-04-04 09:24:16.180,-0.77,-1.0
478,38.4995,-112.88409,2024-04-04 09:24:55.830,-0.95,-1.0
479,38.50262,-112.88346,2024-04-04 09:28:13.075,-0.4,-1.0
480,38.50268,-112.88316,2024-04-04 09:29:36.482,-0.82,-1.0
481,38.50178,-112.88412,2024-04-04 09:30:34.298,0.32,-1.0
482,38.50182,-112.88407,2024-04-04 09:30:40.390,-0.13,-1.0
483,38.50085,-112.88295,2024-04-04 09:33:37.266,-0.1,-1.0
484,38.50268,-112.8835,2024-04-04 09:33:54.091,0.38,-1.0
485,38.49909,-112.88354,2024-04-04 09:37:31.450,0.64,-1.0
486,38.50254,-112.88369,2024-04-04 09:37:57.608,-0.19,-1.0
487,38.50197,-112.88396,2024-04-04 09:40:12.112,-0.26,-1.0
488,38.5002,-112.88456,2024-04-04 09:40:17.877,-0.85,-1.0
489,38.50233,-112.88381,2024-04-04 09:42:33.140,-0.74,-1.0
490,38.49976,-112.88303,2024-04-04 09:42:41.045,-0.55,-1.0
491,38.50201,-112.88396,2024-04-04 09:44:44.528,-0.43,-1.0
492,38.50278,-112.88346,2024-04-04 09:45:21.847,-0.54,-1.0
493,38.50198,-112.884,2024-04-04 09:45:31.428,-0.55,-1.0
494,38.50344,-112.88259,2024-04-04 09:45:55.953,-0.63,-1.0
495,38.49947,-112.88449,2024-04-04 09:47:05.747,-0.76,-1.0
496,38.50307,-112.88262,2024-04-04 09:47:54.059,-0.08,-1.0
497,38.50027,-112.88449,2024-04-04 09:48:08.262,0.27,-1.0
498,38.50287,-112.88468,2024-04-04 09:49:33.670,-0.66,-1.0
499,38.50169,-112.88419,2024-04-04 09:49:51.485,-0.86,-1.0
500,38.49904,-112.88354,2024-04-04 09:50:17.679,-0.67,-1.0
501,38.50261,-112.88325,2024-04-04 09:52:21.355,-0.7,-1.0
502,38.4999,-112.88313,2024-04-04 09:53:24.251,-0.91,-1.0
503,38.50182,-112.88407,2024-04-04 09:55:45.767,0.1,-1.0
504,38.50031,-112.88303,2024-04-04 09:59:29.932,-0.91,-1.0
505,38.50256,-112.88366,2024-04-04 10:00:02.905,-0.54,-1.0
506,38.50207,-112.88387,2024-04-04 10:00:15.483,-0.99,-1.0
507,38.49966,-112.88385,2024-04-04 10:01:43.632,-0.86,-1.0
508,38.50257,-112.88365,2024-04-04 10:02:11.721,-0.89,-1.0
509,38.50257,-112.88364,2024-04-04 10:02:56.377,-0.93,-1.0
510,38.50281,-112.88351,2024-04-04 10:05:40.928,-0.82,-1.0
511,38.5017,-112.88415,2024-04-04 10:07:39.271,-0.69,-1.0
512,38.50198,-112.884,2024-04-04 10:10:57.669,-0.37,-1.0
513,38.50293,-112.88334,2024-04-04 10:11:21.782,-0.81,-1.0
514,38.50213,-112.88388,2024-04-04 10:11:25.624,-0.89,-1.0
515,38.50037,-112.88461,2024-04-04 10:11:28.685,-0.89,-1.0
516,38.50051,-112.88451,2024-04-04 10:12:59.245,-0.24,-1.0
517,38.5023,-112.88385,2024-04-04 10:13:11.348,-0.66,-1.0
518,38.49986,-112.88321,2024-04-04 10:14:39.388,-0.96,-1.0
519,38.5029,-112.88347,2024-04-04 10:15:32.803,-0.85,-1.0
520,38.50253,-112.88366,2024-04-04 10:16:14.997,-0.91,-1.0
521,38.50201,-112.88396,2024-04-04 10:18:04.958,-0.7,-1.0
522,38.50248,-112.88372,2024-04-04 10:18:27.335,-0.01,-1.0
523,38.50283,-112.88252,2024-04-04 10:20:30.603,-0.85,-1.0
524,38.50231,-112.88371,2024-04-04 10:21:44.273,-0.66,-1.0
525,38.50237,-112.88381,2024-04-04 10:22:53.680,-0.61,-1.0
526,38.49898,-112.88362,2024-04-04 10:25:05.225,-0.36,-1.0
527,38.49933,-112.88354,2024-04-04 10:25:53.757,-0.13,-1.0
528,38.50197,-112.88396,2024-04-04 10:26:33.494,-0.02,-1.0
529,38.50071,-112.88311,2024-04-04 10:26:52.186,-0.98,-1.0
530,38.50285,-112.88347,2024-04-04 10:29:19.635,-0.49,-1.0
531,38.50272,-112.88294,2024-04-04 10:31:57.691,-0.76,-1.0
532,38.5026,-112.8837,2024-04-04 10:32:21.202,-0.69,-1.0
533,38.50182,-112.88407,2024-04-04 10:32:56.377,0.03,-1.0
534,38.50298,-112.88338,2024-04-04 10:33:38.613,-0.92,-1.0
535,38.49981,-112.88337,2024-04-04 10:37:40.779,-0.89,-1.0
536,38.49967,-112.88362,2024-04-04 10:38:06.684,-0.94,-1.0
537,38.50256,-112.88366,2024-04-04 10:38:23.433,-0.86,-1.0
538,38.50254,-112.88369,2024-04-04 10:40:09.586,-0.48,-1.0
539,38.50257,-112.88365,2024-04-04 10:43:52.709,-0.81,-1.0
540,38.50198,-112.884,2024-04-04 10:47:47.044,-0.58,-1.0
541,38.50301,-112.88334,2024-04-04 10:48:37.486,-0.51,-1.0
542,38.50294,-112.88334,2024-04-04 10:49:44.014,-0.97,-1.0
543,38.50201,-112.88396,2024-04-04 10:50:00.781,-0.17,-1.0
544,38.50302,-112.88332,2024-04-04 10:50:27.593,-0.38,-1.0
545,38.50278,-112.88346,2024-04-04 10:52:25.071,-0.26,-1.0
546,38.50331,-112.8807,2024-04-04 10:53:18.424,-0.23,-1.0
547,38.50285,-112.88257,2024-04-04 10:53:43.584,-0.14,-1.0
548,38.49986,-112.88312,2024-04-04 10:54:45.628,-0.95,-1.0
549,38.50178,-112.88412,2024-04-04 10:55:58.632,-0.14,-1.0
550,38.50285,-112.88347,2024-04-04 11:00:48.260,-0.6,-1.0
551,38.50232,-112.88383,2024-04-04 11:01:21.163,-0.86,-1.0
552,38.50252,-112.88363,2024-04-04 11:01:55.658,-0.98,-1.0
553,38.50248,-112.88373,2024-04-04 11:04:26.034,0.64,-1.0
554,38.50235,-112.8838,2024-04-04 11:04:44.942,-0.6,-1.0
555,38.50283,-112.88252,2024-04-04 11:06:29.936,-0.88,-1.0
556,38.50201,-112.88394,2024-04-04 11:09:57.376,-0.87,-1.0
557,38.50276,-112.88348,2024-04-04 11:10:17.471,-0.7,-1.0
558,38.50272,-112.88257,2024-04-04 11:10:34.625,-0.99,-1.0
559,38.50231,-112.88371,2024-04-04 11:11:27.452,-0.07,-1.0
560,38.50241,-112.88367,2024-04-04 11:11:29.860,-0.31,-1.0
561,38.50194,-112.88273,2024-04-04 11:11:49.057,-0.67,-1.0
562,38.50182,-112.88407,2024-04-04 11:12:10.452,-0.45,-1.0
563,38.499,-112.88374,2024-04-04 11:13:31.507,-0.52,-1.0
564,38.50255,-112.88365,2024-04-04 11:15:21.068,-0.44,-1.0
565,38.50261,-112.88325,2024-04-04 11:16:07.294,-0.9,-1.0
566,38.50198,-112.884,2024-04-04 11:27:19.591,-0.57,-1.0
567,38.50247,-112.8836,2024-04-04 11:32:19.255,-0.77,-1.0
568,38.50267,-112.88354,2024-04-04 11:33:16.957,-0.15,-1.0
569,38.49933,-112.88354,2024-04-04 11:34:29.843,-0.78,-1.0
570,38.50133,-112.88407,2024-04-04 11:36:10.108,-0.52,-1.0
571,38.50282,-112.8834,2024-04-04 11:37:23.360,-0.47,-1.0
572,38.50197,-112.88396,2024-04-04 11:37:39.611,-0.22,-1.0
573,38.50367,-112.88231,2024-04-04 11:38:40.061,-0.87,-1.0
574,38.50301,-112.88334,2024-04-04 11:44:25.180,-0.34,-1.0
575,38.50055,-112.88451,2024-04-04 11:45:19.243,-0.21,-1.0
576,38.50307,-112.88285,2024-04-04 11:46:09.906,-0.76,-1.0
577,38.5035,-112.88269,2024-04-04 11:51:04.495,-0.89,-1.0
578,38.49929,-112.88354,2024-04-04 11:53:03.050,-0.56,-1.0
579,38.49923,-112.88354,2024-04-04 11:53:23.248,-0.49,-1.0
580,38.50256,-112.88366,2024-04-04 12:03:36.574,-0.45,-1.0
581,38.50258,-112.88354,2024-04-04 12:08:44.598,0.0,-1.0
582,38.50234,-112.88366,2024-04-04 12:13:44.275,-0.6,-1.0
583,38.50301,-112.88337,2024-04-04 12:16:52.988,-0.81,-1.0
584,38.50287,-112.88341,2024-04-04 12:16:56.898,-0.95,-1.0
585,38.50144,-112.88286,2024-04-04 12:20:50.784,-0.8,-1.0
586,38.50234,-112.8837,2024-04-04 12:23:15.696,-0.8,-1.0
587,38.50092,-112.88433,2024-04-04 12:25:26.474,-0.74,-1.0
588,38.4997,-112.88318,2024-04-04 12:35:09.273,-0.85,-1.0
589,38.49973,-112.88314,2024-04-04 12:39:10.871,-0.02,-1.0
590,38.50247,-112.8836,2024-04-04 12:41:54.397,-0.6,-1.0
591,38.5026,-112.88401,2024-04-04 12:42:13.835,-0.9,-1.0
592,38.50237,-112.88381,2024-04-04 12:42:23.087,-0.62,-1.0
593,38.5025,-112.88366,2024-04-04 12:42:27.638,-0.41,-1.0
594,38.50254,-112.88283,2024-04-04 12:44:36.922,-0.97,-1.0
595,38.49932,-112.88356,2024-04-04 12:47:03.850,-0.37,-1.0
596,38.50199,-112.88398,2024-04-04 12:49:49.988,-0.21,-1.0
597,38.50242,-112.88369,2024-04-04 12:51:27.807,-0.19,-1.0
598,38.49943,-112.88353,2024-04-04 12:58:03.421,-0.28,-1.0
599,38.50266,-112.88361,2024-04-04 13:02:03.634,-0.55,-1.0
600,38.50277,-112.88354,2024-04-04 13:02:17.817,-0.9,-1.0
601,38.50264,-112.883,2024-04-04 13:10:16.210,-0.95,-1.0
602,38.5013,-112.88292,2024-04-04 13:11:08.780,-0.77,-1.0
603,38.5026,-112.88373,2024-04-04 13:11:59.864,-0.95,-1.0
604,38.50233,-112.88371,2024-04-04 13:14:10.071,-0.57,-1.0
605,38.50271,-112.88354,2024-04-04 13:27:55.103,-0.91,-1.0
606,38.5024,-112.88368,2024-04-04 13:31:42.347,-0.53,-1.0
607,38.49917,-112.8836,2024-04-04 13:33:26.285,-0.68,-1.0
608,38.50339,-112.88285,2024-04-04 13:40:08.507,-0.93,-1.0
609,38.50236,-112.88371,2024-04-04 13:47:10.843,-0.99,-1.0
610,38.50069,-112.88445,2024-04-04 13:51:46.610,0.1,-1.0
611,38.50056,-112.88451,2024-04-04 13:51:49.661,0.13,-1.0
612,38.50287,-112.88344,2024-04-04 13:52:35.608,0.07,-1.0
613,38.5018,-112.8841,2024-04-04 13:53:47.481,-0.78,-1.0
614,38.50259,-112.88363,2024-04-04 13:59:37.896,-0.82,-1.0
615,38.50125,-112.88401,2024-04-04 14:01:11.086,-0.94,-1.0
616,38.50219,-112.88318,2024-04-04 14:02:40.970,-0.25,-1.0
617,38.50124,-112.88401,2024-04-04 14:06:11.892,-0.45,-1.0
618,38.50124,-112.88401,2024-04-04 14:08:44.681,-0.21,-1.0
619,38.50344,-112.88259,2024-04-04 14:09:40.019,-0.92,-1.0
620,38.50124,-112.88401,2024-04-04 14:10:57.963,-0.62,-1.0
621,38.50275,-112.88344,2024-04-04 14:12:12.529,-0.38,-1.0
622,38.50127,-112.88409,2024-04-04 14:12:34.394,-0.65,-1.0
623,38.50336,-112.883,2024-04-04 14:14:48.722,-0.99,-1.0
624,38.50124,-112.88401,2024-04-04 14:16:23.729,-0.14,-1.0
625,38.50246,-112.88367,2024-04-04 14:16:56.447,-0.97,-1.0
626,38.499,-112.88349,2024-04-04 14:17:18.740,-0.45,-1.0
627,38.49885,-112.8836,2024-04-04 14:17:48.302,-0.72,-1.0
628,38.50124,-112.88401,2024-04-04 14:23:06.669,-0.8,-1.0
629,38.50124,-112.88401,2024-04-04 14:23:12.367,-0.61,-1.0
630,38.50278,-112.8829,2024-04-04 14:24:49.457,-0.96,-1.0
631,38.50105,-112.88404,2024-04-04 14:24:59.463,-0.67,-1.0
632,38.50304,-112.88288,2024-04-04 14:27:27.408,-0.9,-1.0
633,38.50303,-112.88285,2024-04-04 14:27:51.660,0.78,-1.0
634,38.49963,-112.8829,2024-04-04 14:28:13.058,-0.8,-1.0
635,38.50129,-112.88411,2024-04-04 14:28:35.192,-0.97,-1.0
636,38.5025,-112.88366,2024-04-04 14:28:55.884,0.48,-1.0
637,38.50251,-112.88373,2024-04-04 14:29:14.376,-0.83,-1.0
638,38.49952,-112.8829,2024-04-04 14:30:47.767,-0.07,-1.0
639,38.50124,-112.88401,2024-04-04 14:31:16.137,-0.14,-1.0
640,38.50235,-112.8837,2024-04-04 14:31:39.848,-0.93,-1.0
641,38.49955,-112.88381,2024-04-04 14:32:53.820,-0.92,-1.0
642,38.50275,-112.88296,2024-04-04 14:33:14.046,-0.47,-1.0
643,38.50124,-112.88401,2024-04-04 14:39:11.086,-0.02,-1.0
644,38.50118,-112.88401,2024-04-04 14:43:06.287,-0.78,-1.0
645,38.50258,-112.88354,2024-04-04 14:44:45.155,0.65,-1.0
646,38.50132,-112.88401,2024-04-04 14:45:06.176,-0.85,-1.0
647,38.50234,-112.88366,2024-04-04 14:45:20.984,-0.2,-1.0
648,38.5003,-112.88444,2024-04-04 14:48:14.351,-0.98,-1.0
649,38.50197,-112.88396,2024-04-04 14:52:37.292,-0.73,-1.0
650,38.50124,-112.88407,2024-04-04 14:53:04.346,-0.87,-1.0
651,38.50124,-112.88401,2024-04-04 14:53:15.718,0.19,-1.0
652,38.50283,-112.88258,2024-04-04 14:58:54.708,-1.0,-1.0
653,38.50247,-112.88365,2024-04-04 15:03:14.736,-0.95,-1.0
654,38.50117,-112.88402,2024-04-04 15:04:44.902,-0.92,-1.0
655,38.50124,-112.88401,2024-04-04 15:05:37.485,-0.09,-1.0
656,38.50156,-112.88423,2024-04-04 15:06:44.627,-1.0,-1.0
657,38.50122,-112.88392,2024-04-04 15:09:01.343,-0.73,-1.0
658,38.50225,-112.88373,2024-04-04 15:13:29.517,-0.75,-1.0
659,38.50278,-112.88285,2024-04-04 15:16:39.884,-0.72,-1.0
660,38.50237,-112.88371,2024-04-04 15:18:03.925,-0.47,-1.0
661,38.50124,-112.88409,2024-04-04 15:19:08.025,-0.68,-1.0
662,38.50124,-112.88401,2024-04-04 15:23:07.078,0.22,-1.0
663,38.50335,-112.88274,2024-04-04 15:23:38.508,-0.74,-1.0
664,38.5024,-112.88368,2024-04-04 15:26:05.390,-0.61,-1.0
665,38.49883,-112.88368,2024-04-04 15:31:14.355,-0.81,-1.0
666,38.49937,-112.88354,2024-04-04 15:33:02.409,-0.48,-1.0
667,38.50281,-112.88257,2024-04-04 15:33:58.621,-0.81,-1.0
668,38.50267,-112.88354,2024-04-04 15:34:26.997,-0.21,-1.0
669,38.50235,-112.8838,2024-04-04 15:36:23.499,-0.84,-1.0
670,38.50124,-112.88404,2024-04-04 15:36:59.622,-0.73,-1.0
671,38.50124,-112.88401,2024-04-04 15:37:13.544,-0.44,-1.0
672,38.50243,-112.88374,2024-04-04 15:38:07.914,0.68,-1.0
673,38.50348,-112.88279,2024-04-04 15:38:41.367,0.1,-1.0
674,38.50357,-112.88271,2024-04-04 15:38:49.705,0.1,-1.0
675,38.50263,-112.88364,2024-04-04 15:40:08.920,-0.59,-1.0
676,38.49971,-112.88293,2024-04-04 15:40:48.184,-0.92,-1.0
677,38.50302,-112.88244,2024-04-04 15:45:03.849,-0.83,-1.0
678,38.50193,-112.88397,2024-04-04 15:46:28.244,-0.73,-1.0
679,38.50124,-112.88401,2024-04-04 15:46:43.731,-0.14,-1.0
680,38.50178,-112.88412,2024-04-04 15:47:25.138,-0.54,-1.0
681,38.50278,-112.8834,2024-04-04 15:48:58.109,-0.92,-1.0
682,38.50347,-112.88277,2024-04-04 15:53:04.007,-0.24,-1.0
683,38.50406,-112.88467,2024-04-04 15:54:15.587,-0.96,-1.0
684,38.50169,-112.88421,2024-04-04 15:55:09.647,-0.87,-1.0
685,38.49897,-112.88349,2024-04-04 16:01:02.561,-0.89,-1.0
686,38.5013,-112.88401,2024-04-04 16:02:58.574,-0.81,-1.0
687,38.50124,-112.88401,2024-04-04 16:03:22.030,0.0,-1.0
688,38.50176,-112.88435,2024-04-04 16:11:42.954,-0.37,-1.0
689,38.50127,-112.88401,2024-04-04 16:13:54.818,-0.6,-1.0
690,38.50247,-112.88361,2024-04-04 16:25:52.890,-0.74,-1.0
691,38.50242,-112.88362,2024-04-04 16:26:28.044,-0.93,-1.0
692,38.50181,-112.88407,2024-04-04 16:30:19.056,-0.26,-1.0
693,38.5034,-112.8827,2024-04-04 16:31:13.494,-0.09,-1.0
694,38.503,-112.88333,2024-04-04 16:35:12.767,-0.75,-1.0
695,38.50255,-112.88365,2024-04-04 16:35:23.252,-0.32,-1.0
696,38.50318,-112.88323,2024-04-04 16:38:40.109,0.52,-1.0
697,38.50324,-112.88319,2024-04-04 16:38:44.544,-0.22,-1.0
698,38.50246,-112.88367,2024-04-04 16:39:31.134,-0.83,-1.0
699,38.5003,-112.88441,2024-04-04 16:41:12.163,-0.92,-1.0
700,38.50255,-112.88367,2024-04-04 16:44:24.271,-0.85,-1.0
701,38.50287,-112.88344,2024-04-04 16:51:45.546,0.11,-1.0
702,38.50194,-112.88398,2024-04-04 16:52:17.601,-0.9,-1.0
703,38.50286,-112.88252,2024-04-04 16:52:24.305,-0.33,-1.0
704,38.50254,-112.88362,2024-04-04 16:52:56.451,-0.82,-1.0
705,38.50237,-112.88364,2024-04-04 16:53:49.648,-0.99,-1.0
706,38.50327,-112.88278,2024-04-04 17:02:59.978,0.12,-1.0
707,38.50199,-112.88398,2024-04-04 17:08:19.869,-0.12,-1.0
708,38.49959,-112.88331,2024-04-04 17:09:02.390,-0.95,-1.0
709,38.50235,-112.8838,2024-04-04 17:09:16.651,-0.16,-1.0
710,38.50301,-112.88297,2024-04-04 17:29:50.112,-0.81,-1.0
711,38.50027,-112.88449,2024-04-04 17:30:43.422,-0.21,-1.0
712,38.5027,-112.88357,2024-04-04 17:32:03.184,-0.96,-1.0
713,38.50371,-112.88295,2024-04-04 17:41:25.632,-0.86,-1.0
714,38.50208,-112.88289,2024-04-04 17:41:31.526,-0.87,-1.0
715,38.50241,-112.88365,2024-04-04 17:43:16.484,-0.99,-1.0
716,38.50013,-112.88458,2024-04-04 17:46:54.642,-0.74,-1.0
717,38.50278,-112.8834,2024-04-04 17:48:21.879,-0.78,-1.0
718,38.50227,-112.8828,2024-04-04 18:16:48.233,-0.95,-1.0
719,38.50056,-112.88451,2024-04-04 18:21:57.330,-0.3,-1.0
720,38.50176,-112.88435,2024-04-04 18:24:26.955,-0.42,-1.0
721,38.50235,-112.88366,2024-04-04 18:25:28.521,-0.69,-1.0
722,38.50241,-112.88364,2024-04-04 18:26:08.503,-0.79,-1.0
723,38.50237,-112.88369,2024-04-04 18:26:13.548,-0.78,-1.0
724,38.50343,-112.88311,2024-04-04 18:31:33.139,-0.57,-1.0
725,38.50294,-112.8828,2024-04-04 18:33:54.149,0.11,-1.0
726,38.50285,-112.88275,2024-04-04 18:34:00.137,-0.53,-1.0
727,38.50277,-112.88339,2024-04-04 18:34:05.058,-0.88,-1.0
728,38.50287,-112.88344,2024-04-04 18:41:45.307,-0.37,-1.0
729,38.50365,-112.88299,2024-04-04 18:47:44.802,-0.65,-1.0
730,38.50325,-112.88315,2024-04-04 18:50:20.148,0.07,-1.0
731,38.50337,-112.88233,2024-04-04 18:54:04.740,-0.93,-1.0
732,38.49949,-112.88399,2024-04-04 18:54:49.965,-0.99,-1.0
733,38.50294,-112.8828,2024-04-04 18:55:48.254,-0.53,-1.0
734,38.50238,-112.8837,2024-04-04 18:56:26.427,-0.65,-1.0
735,38.50242,-112.88369,2024-04-04 18:58:28.174,-0.34,-1.0
