id,latitude,longitude,time,magnitude
422,38.845287,-122.825442,2011-12-10 03:53:16.800001,1.42
423,38.838775,-122.827634,2011-12-10 17:52:48.000000,1.81
424,38.839503,-122.825842,2011-12-10 19:03:21.600000,2.37
425,38.839523,-122.82631,2011-12-10 19:03:21.600000,1.6
426,38.840869,-122.82559,2011-12-10 19:10:33.600000,1.66
427,38.844608,-122.824238,2011-12-11 10:30:43.199997,1.58
428,38.83998,-122.828298,2011-12-12 09:59:02.399997,1.55
429,38.842076,-122.828639,2011-12-12 18:05:45.599996,1.39
430,38.838295,-122.8291,2011-12-13 17:02:23.999997,1.87
431,38.836579,-122.829257,2011-12-15 22:07:40.800002,1.42
432,38.835441,-122.827678,2011-12-17 22:43:40.800004,1.43
433,38.836675,-122.827817,2011-12-17 23:03:50.400001,1.92
434,38.840507,-122.825112,2011-12-18 06:34:33.599998,1.92
435,38.844164,-122.825236,2011-12-19 03:33:07.200004,1.57
436,38.843631,-122.825268,2011-12-19 14:52:48.000000,1.73
437,38.845566,-122.825088,2011-12-20 07:09:07.199996,1.57
438,38.83997,-122.828396,2011-12-20 19:16:19.199996,1.49
439,38.839509,-122.829739,2011-12-22 04:07:40.800002,1.39
440,38.841618,-122.829974,2011-12-22 04:10:33.600000,1.63
441,38.843121,-122.827111,2011-12-22 14:16:47.999998,1.69
442,38.833876,-122.827344,2011-12-22 20:41:16.799997,1.49
443,38.837256,-122.82571,2011-12-22 21:50:24.000003,2.03
444,38.843484,-122.827862,2011-12-23 16:07:40.800002,2.75
445,38.842674,-122.828823,2011-12-23 16:17:45.600000,1.4
446,38.838714,-122.828814,2011-12-24 12:37:26.399996,1.44
447,38.839996,-122.828963,2011-12-25 08:54:14.400004,1.42
448,38.838686,-122.829495,2011-12-27 13:17:45.600000,1.59
449,38.844981,-122.824629,2011-12-27 14:05:16.800005,2.0
450,38.846551,-122.822989,2011-12-29 18:24:28.799999,1.62
451,38.839887,-122.825702,2011-12-29 20:58:33.599996,2.19
452,38.836917,-122.827341,2011-12-30 01:22:04.800003,2.44
453,38.844718,-122.830989,2011-12-31 05:05:16.800005,1.62
454,38.842197,-122.828289,2011-12-31 22:23:31.199997,2.13
455,38.838233,-122.82996,2012-01-01 01:22:04.800003,2.05
456,38.84185,-122.828506,2012-01-02 14:22:33.600004,1.63
457,38.836156,-122.827758,2012-01-06 23:41:16.799997,2.06
458,38.839843,-122.829453,2012-01-07 14:22:33.600004,1.9
459,38.83926,-122.829408,2012-01-07 14:47:02.400003,1.37
460,38.842507,-122.827471,2012-01-08 07:32:09.600001,1.41
461,38.83843,-122.825657,2012-01-08 11:36:57.600005,2.13
462,38.839052,-122.827097,2012-01-08 18:44:38.399996,1.77
463,38.84308,-122.828729,2012-01-10 02:11:02.400001,1.64
464,38.841274,-122.825269,2012-01-12 18:10:04.799999,1.76
465,38.844482,-122.825946,2012-01-13 21:36:00.000002,1.41
466,38.843114,-122.827281,2012-01-15 00:57:36.000003,1.85
467,38.843501,-122.827286,2012-01-16 12:02:52.799998,1.39
468,38.8442,-122.82504,2012-01-17 05:15:21.600004,1.38
469,38.840431,-122.82894,2012-01-18 06:36:00.000002,1.37
470,38.839909,-122.826777,2012-01-19 03:01:26.400004,1.42
471,38.837703,-122.83135,2012-01-20 16:30:43.199997,1.97
472,38.843065,-122.82489,2012-01-21 23:57:07.200002,1.56
473,38.839238,-122.829324,2012-01-22 20:00:57.600003,2.27
474,38.843125,-122.825847,2012-01-28 00:27:21.599998,1.7
475,38.837999,-122.829198,2012-02-01 00:56:09.599999,1.55
476,38.838584,-122.827333,2012-02-01 07:14:52.800002,2.21
477,38.838905,-122.827229,2012-02-01 07:33:35.999995,1.37
478,38.840217,-122.825319,2012-02-03 08:18:14.400002,1.62
479,38.837901,-122.82945,2012-02-04 02:06:43.199999,1.58
480,38.838189,-122.827483,2012-02-04 07:42:14.400000,1.39
481,38.837905,-122.82774,2012-02-05 05:58:33.599996,1.77
482,38.840384,-122.829506,2012-02-06 04:07:40.800002,1.52
483,38.841267,-122.828626,2012-02-08 18:10:04.799999,1.58
484,38.843156,-122.828142,2012-02-09 04:35:02.399999,1.7
485,38.843743,-122.828092,2012-02-09 04:42:14.400000,2.06
486,38.843653,-122.827862,2012-02-09 04:43:40.800004,2.01
487,38.843025,-122.828105,2012-02-09 04:49:26.400000,1.69
488,38.8457,-122.825761,2012-02-09 05:02:23.999997,1.4
489,38.846052,-122.825318,2012-02-11 02:02:23.999997,1.41
490,38.846105,-122.825904,2012-02-11 02:03:50.400001,2.17
491,38.838922,-122.827417,2012-02-11 02:39:50.400003,1.41
492,38.837547,-122.828665,2012-02-13 14:03:50.400001,1.37
493,38.842006,-122.824427,2012-02-15 22:59:31.199999,1.8
494,38.841987,-122.823923,2012-02-15 23:09:35.999997,1.41
495,38.838619,-122.826706,2012-02-18 05:16:47.999998,1.6
496,38.840354,-122.829675,2012-02-21 21:36:00.000002,2.08
497,38.838278,-122.8299,2012-02-23 01:16:19.199996,1.82
498,38.837509,-122.831096,2012-02-23 04:26:24.000005,1.62
499,38.839107,-122.830733,2012-02-23 04:27:50.399999,1.57
500,38.839203,-122.827657,2012-02-23 19:58:04.800005,1.56
501,38.836137,-122.829179,2012-02-24 00:25:55.200003,1.49
502,38.836374,-122.829765,2012-02-24 00:27:21.599998,1.83
503,38.839676,-122.829981,2012-02-24 09:18:43.200003,1.48
504,38.844424,-122.82581,2012-02-25 19:50:52.800004,2.09
505,38.841416,-122.829673,2012-02-26 01:06:14.399998,1.38
506,38.834454,-122.825587,2012-02-26 09:02:52.799998,1.89
507,38.83824,-122.829774,2012-02-28 00:04:19.200002,1.93
508,38.83847,-122.82896,2012-03-01 11:49:55.200001,1.38
509,38.84336,-122.828514,2012-03-02 08:57:07.200002,1.95
510,38.84041,-122.828762,2012-03-03 15:44:38.399996,2.25
511,38.846988,-122.824729,2012-03-03 20:15:21.600004,1.42
512,38.83977,-122.828844,2012-03-05 07:26:24.000005,1.57
513,38.840638,-122.827921,2012-03-06 15:30:14.399996,2.04
514,38.837979,-122.827382,2012-03-08 02:42:43.200001,1.58
515,38.838482,-122.827926,2012-03-08 02:44:09.599995,1.57
516,38.836831,-122.827939,2012-03-08 12:51:50.399997,1.46
517,38.843391,-122.822467,2012-03-08 21:25:55.200003,1.48
518,38.84348,-122.827044,2012-03-09 19:09:07.199996,1.4
519,38.83774,-122.825803,2012-03-10 02:55:40.799998,1.95
520,38.837336,-122.826181,2012-03-10 02:57:07.200002,1.49
521,38.842948,-122.824663,2012-03-10 09:07:12.000000,1.69
522,38.837195,-122.825587,2012-03-12 09:46:04.800001,2.24
523,38.839872,-122.829727,2012-03-12 18:37:26.399996,1.91
524,38.839555,-122.829595,2012-03-12 18:38:52.800000,2.47
525,38.843916,-122.827268,2012-03-13 05:12:28.799995,1.65
526,38.843568,-122.828596,2012-03-13 05:21:07.200000,2.46
527,38.844478,-122.826456,2012-03-13 09:04:19.200002,1.55
528,38.843261,-122.828179,2012-03-13 10:45:07.199998,1.63
529,38.837933,-122.827229,2012-03-14 06:02:52.799998,1.48
530,38.837563,-122.82892,2012-03-14 15:21:36.000001,1.45
531,38.839038,-122.828498,2012-03-15 12:37:26.399996,1.37
532,38.838927,-122.829197,2012-03-15 15:57:36.000003,1.73
533,38.846311,-122.825046,2012-03-15 16:03:21.600000,2.23
534,38.840285,-122.829398,2012-03-16 18:37:26.399996,1.62
535,38.837886,-122.828797,2012-03-17 08:55:40.799998,1.94
536,38.843799,-122.825686,2012-03-21 17:22:33.600004,1.4
537,38.843496,-122.827123,2012-03-22 06:31:40.800000,1.43
538,38.846956,-122.824133,2012-03-22 17:54:14.400004,1.83
539,38.838626,-122.828743,2012-03-24 00:46:04.800001,2.02
540,38.84377,-122.826128,2012-03-24 12:41:45.599998,1.6
541,38.838178,-122.828022,2012-03-25 07:14:52.800002,1.69
542,38.841481,-122.825428,2012-03-27 00:31:40.800000,2.25
543,38.841141,-122.824843,2012-03-27 00:36:00.000002,1.58
544,38.837805,-122.829413,2012-03-27 20:02:23.999997,2.19
545,38.837726,-122.829274,2012-03-27 20:02:23.999997,2.14
546,38.836198,-122.828528,2012-03-27 23:28:19.200000,1.43
547,38.839268,-122.826153,2012-03-28 07:32:09.600001,1.6
548,38.839026,-122.829019,2012-03-29 02:51:21.599995,1.71
549,38.837646,-122.820769,2012-03-30 14:35:31.200001,1.45
550,38.840624,-122.829709,2012-03-31 09:48:57.599999,1.38
551,38.844,-122.826256,2012-03-31 17:19:40.799996,1.7
552,38.839274,-122.827448,2012-04-01 07:50:52.800004,1.37
553,38.84294,-122.829268,2012-04-01 14:19:40.799996,1.6
554,38.839067,-122.829625,2012-04-01 23:32:38.400002,1.77
555,38.836915,-122.826705,2012-04-04 01:01:55.199995,1.75
556,38.835049,-122.827585,2012-04-04 01:03:21.600000,2.06
557,38.840788,-122.82951,2012-04-06 10:14:52.800002,2.12
558,38.840835,-122.829249,2012-04-06 10:14:52.800002,1.84
559,38.838051,-122.827835,2012-04-06 19:01:55.199995,1.39
560,38.837136,-122.825809,2012-04-08 15:07:12.000000,1.86
561,38.845039,-122.824591,2012-04-10 16:52:19.199998,2.03
562,38.842984,-122.828014,2012-04-11 11:54:14.400004,1.5
563,38.842683,-122.828295,2012-04-11 12:10:04.799999,2.23
564,38.843087,-122.827361,2012-04-11 12:12:57.599997,1.94
565,38.846581,-122.822847,2012-04-11 14:42:43.200001,1.57
566,38.836227,-122.82851,2012-04-11 18:57:36.000003,1.37
567,38.838646,-122.82905,2012-04-13 01:55:11.999996,1.87
568,38.841501,-122.824954,2012-04-14 01:47:59.999996,1.73
569,38.844621,-122.825927,2012-04-14 06:11:31.200003,1.71
570,38.845033,-122.825657,2012-04-14 16:59:31.199999,1.96
571,38.845778,-122.825765,2012-04-14 17:00:57.600003,2.01
572,38.846974,-122.82521,2012-04-14 17:00:57.600003,1.42
573,38.845289,-122.825873,2012-04-14 17:31:11.999998,2.13
574,38.841876,-122.829566,2012-04-16 03:59:02.399997,1.38
575,38.839619,-122.826412,2012-04-16 18:27:21.599998,2.24
576,38.840316,-122.829532,2012-04-18 12:41:45.599998,1.39
577,38.837487,-122.830204,2012-04-19 06:54:43.199995,1.59
578,38.841031,-122.828298,2012-04-20 05:48:28.799997,2.03
579,38.837423,-122.831616,2012-04-22 02:21:07.200000,1.69
580,38.842086,-122.832891,2012-04-25 08:31:11.999998,1.5
581,38.83814,-122.827452,2012-04-27 07:37:55.199997,1.39
582,38.839345,-122.829487,2012-04-28 08:44:09.599995,1.77
583,38.838531,-122.829127,2012-04-28 08:45:35.999999,2.85
584,38.838148,-122.831242,2012-04-28 10:13:26.399998,1.66
585,38.84222,-122.827608,2012-04-28 11:19:40.799996,1.38
586,38.843447,-122.826414,2012-04-28 14:39:50.400003,1.38
587,38.84607,-122.82259,2012-04-30 09:17:16.799999,1.92
588,38.839834,-122.828502,2012-05-02 16:17:45.600000,1.38
589,38.838885,-122.825372,2012-05-08 02:23:59.999998,2.37
590,38.839009,-122.825223,2012-05-08 03:24:28.799999,2.09
591,38.841229,-122.830095,2012-05-16 20:42:43.200001,1.97
592,38.839544,-122.828325,2012-05-17 21:36:00.000002,1.4
593,38.839079,-122.827985,2012-05-28 09:44:38.399996,1.69
594,38.845563,-122.823059,2012-05-29 06:21:36.000001,1.53
595,38.839273,-122.830046,2012-05-30 15:04:19.200002,1.55
596,38.839061,-122.830018,2012-05-30 15:04:19.200002,1.43
597,38.841791,-122.827234,2012-06-02 21:31:40.800000,2.02
598,38.842836,-122.824839,2012-06-04 01:06:14.399998,1.38
599,38.838519,-122.825666,2012-06-05 11:21:07.200000,1.63
600,38.84381,-122.828183,2012-06-11 14:31:11.999998,2.0
601,38.839733,-122.829236,2012-06-12 17:49:55.200001,1.58
602,38.8403,-122.828273,2012-06-14 15:27:21.599998,2.13
603,38.839037,-122.829319,2012-06-19 12:51:50.399997,2.14
604,38.839448,-122.827592,2012-06-28 12:14:24.000001,1.4
605,38.838408,-122.828445,2012-06-30 00:12:57.599997,1.66
606,38.839207,-122.829399,2012-06-30 19:53:45.600002,1.57
607,38.840175,-122.829167,2012-07-02 17:06:43.199999,1.98
608,38.839072,-122.828337,2012-07-04 01:03:21.600000,1.69
609,38.840495,-122.829946,2012-07-09 15:04:19.200002,2.37
610,38.838779,-122.82726,2012-07-14 06:04:19.200002,1.96
611,38.837731,-122.82739,2012-07-16 15:46:04.800001,1.93
612,38.83679,-122.826895,2012-07-20 13:20:38.399998,1.39
613,38.842335,-122.827007,2012-07-22 20:32:38.400002,2.39
614,38.841425,-122.827302,2012-07-22 20:36:57.600005,1.67
615,38.841459,-122.829539,2012-07-23 07:42:14.400000,1.69
616,38.838272,-122.828369,2012-07-25 16:47:59.999996,1.53
617,38.841126,-122.829687,2012-07-26 08:21:07.200000,1.39
618,38.848877,-122.823756,2012-07-27 13:36:28.800003,1.41
619,38.839363,-122.828289,2012-07-29 09:34:33.599998,1.38
620,38.83902,-122.829331,2012-07-30 22:13:26.399998,1.58
621,38.839954,-122.828119,2012-07-31 02:09:35.999997,1.83
622,38.838108,-122.828038,2012-07-31 21:59:02.399997,1.59
623,38.83919,-122.829686,2012-08-02 12:51:50.399997,1.62
624,38.83909,-122.829133,2012-08-03 04:06:14.399998,2.17
625,38.838579,-122.829977,2012-08-03 04:16:19.199996,1.69
626,38.838558,-122.830346,2012-08-03 08:36:57.600005,2.14
627,38.844935,-122.8247,2012-08-03 18:37:26.399996,1.74
628,38.845104,-122.825435,2012-08-03 18:38:52.800000,2.53
629,38.845853,-122.823402,2012-08-06 04:37:55.199997,1.53
630,38.84076,-122.829727,2012-08-09 05:05:16.800005,1.41
631,38.839509,-122.827772,2012-08-10 12:31:40.800000,2.04
632,38.842009,-122.826572,2012-08-14 02:48:28.799997,1.39
633,38.838854,-122.828031,2012-08-14 10:46:33.600002,1.37
634,38.837059,-122.827897,2012-08-21 15:08:38.400005,1.37
635,38.84282,-122.828488,2012-08-22 01:26:24.000005,1.69
636,38.840235,-122.829277,2012-08-25 08:16:47.999998,2.24
637,38.837639,-122.828275,2012-08-28 17:08:09.600003,1.6
638,38.837624,-122.825839,2012-08-30 23:00:57.600003,2.73
639,38.83873,-122.827538,2012-09-01 16:40:47.999996,1.62
640,38.84214,-122.826888,2012-09-05 01:50:52.800004,1.46
641,38.844551,-122.824716,2012-09-06 21:10:04.799999,1.4
642,38.83863,-122.828433,2012-09-07 04:07:40.800002,1.44
643,38.839535,-122.829231,2012-09-07 23:08:09.600003,2.17
644,38.839625,-122.829811,2012-09-13 19:10:33.600000,1.42
645,38.840181,-122.828127,2012-09-15 11:42:43.200001,1.38
646,38.838595,-122.827605,2012-09-19 17:36:57.600005,1.6
647,38.837065,-122.827806,2012-09-19 18:59:02.399997,1.77
648,38.83692,-122.828056,2012-09-19 19:00:28.800001,1.58
649,38.841903,-122.82997,2012-09-26 06:12:57.599997,2.0
650,38.842831,-122.828687,2012-09-26 06:31:40.800000,1.4
651,38.839388,-122.82733,2012-09-26 15:20:09.599997,1.67
652,38.83981,-122.825733,2012-10-01 12:00:00.000000,1.62
653,38.842991,-122.827082,2012-10-02 16:24:57.600001,1.41
654,38.842105,-122.829216,2012-10-08 16:06:14.399998,1.4
655,38.83954,-122.828316,2012-10-09 03:04:19.200002,1.95
656,38.842479,-122.826266,2012-10-11 19:30:43.199997,1.44
657,38.836834,-122.828345,2012-10-12 05:13:55.199999,1.49
658,38.840936,-122.828848,2012-10-17 13:43:40.800004,1.4
659,38.83843,-122.829526,2012-10-18 12:36:00.000002,1.57
660,38.839068,-122.828252,2012-10-20 11:34:04.799997,2.31
661,38.838489,-122.828503,2012-10-20 20:12:28.799995,1.7
662,38.841258,-122.829686,2012-10-23 02:39:50.400003,1.84
663,38.839292,-122.8298,2012-10-24 21:27:21.599998,1.92
664,38.843118,-122.827629,2012-10-26 00:31:40.800000,1.5
665,38.837887,-122.829003,2012-10-27 07:42:14.400000,1.82
666,38.838473,-122.830137,2012-10-27 14:05:16.800005,1.42
667,38.840733,-122.829039,2012-10-27 20:58:33.599996,1.9
668,38.845605,-122.823288,2012-10-29 07:16:19.199996,1.58
669,38.839534,-122.828665,2012-10-30 04:24:57.600001,1.5
670,38.842942,-122.828426,2012-10-31 05:41:16.799997,2.02
671,38.844121,-122.827548,2012-10-31 19:52:19.199998,1.57
672,38.838962,-122.829322,2012-11-01 03:12:57.599997,1.69
673,38.843899,-122.826779,2012-11-03 03:21:36.000001,1.5
674,38.839766,-122.827052,2012-11-04 09:57:36.000003,1.55
675,38.842472,-122.827007,2012-11-05 19:03:21.600000,1.6
676,38.838213,-122.828209,2012-11-06 03:40:19.200004,2.36
677,38.844253,-122.827375,2012-11-09 02:34:04.799997,1.92
678,38.843536,-122.82785,2012-11-09 02:35:31.200001,1.42
679,38.83856,-122.82954,2012-11-09 07:35:02.399999,1.37
680,38.840797,-122.829501,2012-11-11 18:23:02.399995,1.5
681,38.841584,-122.826067,2012-11-13 00:53:16.800001,1.48
682,38.840882,-122.82935,2012-11-14 09:50:24.000003,1.39
683,38.840511,-122.826933,2012-11-15 11:38:23.999999,1.53
684,38.846494,-122.825353,2012-11-15 17:13:55.199999,2.21
685,38.839492,-122.829156,2012-11-17 00:18:43.200003,1.39
686,38.839918,-122.829364,2012-11-17 01:37:55.199997,2.51
687,38.839293,-122.829193,2012-11-17 01:47:59.999996,1.94
688,38.837679,-122.830003,2012-11-17 03:05:45.599996,1.94
689,38.838208,-122.829708,2012-11-17 03:12:57.599997,1.45
690,38.840632,-122.829284,2012-11-17 03:37:26.399996,1.49
691,38.836913,-122.829904,2012-11-17 04:13:26.399998,1.56
692,38.837588,-122.828789,2012-11-17 04:24:57.600001,1.55
693,38.837286,-122.828656,2012-11-17 04:27:50.399999,1.42
694,38.841638,-122.828477,2012-11-18 12:11:31.200003,1.57
695,38.842579,-122.829312,2012-11-19 19:17:45.600000,1.68
696,38.836478,-122.827885,2012-11-28 03:05:45.599996,1.62
697,38.841243,-122.829981,2012-11-29 22:32:09.600001,1.55
698,38.841051,-122.825404,2012-12-02 01:16:19.199996,1.99
699,38.840692,-122.825596,2012-12-02 01:16:19.199996,2.04
700,38.84085,-122.826049,2012-12-02 01:17:45.600000,1.38
701,38.839597,-122.826976,2012-12-05 02:18:14.400002,2.01
702,38.842696,-122.829313,2012-12-06 13:04:48.000004,2.59
703,38.843511,-122.828216,2012-12-06 13:04:48.000004,2.04
704,38.842857,-122.828217,2012-12-06 13:49:26.400000,1.97
705,38.834962,-122.828104,2012-12-10 10:32:09.600001,1.69
706,38.839177,-122.828206,2012-12-11 07:29:16.800003,1.7
707,38.842958,-122.825297,2012-12-14 11:34:04.799997,1.59
708,38.83909,-122.827467,2012-12-15 19:43:40.800004,1.61
709,38.837383,-122.827406,2012-12-15 21:15:50.400005,2.54
710,38.838204,-122.827535,2012-12-15 21:15:50.400005,1.58
711,38.838313,-122.827963,2012-12-15 21:24:28.799999,1.46
712,38.842708,-122.824948,2012-12-16 19:45:07.199998,1.83
713,38.842461,-122.824817,2012-12-16 19:46:33.600002,2.11
714,38.842548,-122.824821,2012-12-16 19:47:59.999996,1.77
715,38.84178,-122.824729,2012-12-17 00:11:31.200003,1.39
716,38.842148,-122.824879,2012-12-19 07:24:57.600001,1.6
717,38.842499,-122.827221,2012-12-19 09:56:09.599999,1.6
718,38.839907,-122.82822,2012-12-19 12:08:38.400005,1.61
719,38.839221,-122.828839,2012-12-22 08:32:38.400002,1.39
720,38.840256,-122.829339,2012-12-22 10:50:52.800004,2.12
721,38.841634,-122.825927,2012-12-23 03:36:00.000002,1.57
722,38.839636,-122.827051,2012-12-24 05:29:45.600004,1.39
723,38.841936,-122.824981,2012-12-24 08:15:21.600004,1.56
724,38.836612,-122.825572,2012-12-25 22:13:26.399998,2.13
725,38.843143,-122.828624,2012-12-26 07:22:04.800003,1.39
726,38.837064,-122.826498,2012-12-27 07:06:14.399998,1.57
727,38.839075,-122.828755,2012-12-28 05:49:55.200001,2.06
728,38.843491,-122.829703,2012-12-29 17:54:14.400004,2.11
729,38.844178,-122.828726,2012-12-29 18:14:24.000001,1.37
730,38.841661,-122.829196,2013-01-01 18:21:36.000001,1.99
731,38.844292,-122.826531,2013-01-02 05:09:35.999997,1.39
732,38.84391,-122.824789,2013-01-03 10:40:47.999996,1.4
733,38.840927,-122.830139,2013-01-03 14:48:28.799997,1.39
734,38.838896,-122.829823,2013-01-04 10:58:04.800005,2.09
735,38.83677,-122.827063,2013-01-08 21:12:57.599997,1.38
736,38.840524,-122.827303,2013-01-12 01:24:57.600001,1.57
737,38.842544,-122.829927,2013-01-12 03:33:07.200004,1.39
738,38.838368,-122.826584,2013-01-14 23:55:40.799998,1.98
739,38.844558,-122.827238,2013-01-15 19:32:09.600001,1.48
740,38.839135,-122.827737,2013-01-18 20:35:31.200001,1.7
741,38.84135,-122.824259,2013-01-20 13:35:02.399999,1.45
742,38.841143,-122.8256,2013-01-20 13:37:55.199997,1.5
743,38.84464,-122.826745,2013-01-21 12:10:04.799999,1.37
744,38.840271,-122.828358,2013-01-25 03:21:36.000001,1.76
745,38.836683,-122.828427,2013-01-26 07:04:48.000004,2.54
746,38.843067,-122.829278,2013-01-26 07:07:40.800002,1.84
747,38.842501,-122.83051,2013-01-26 07:33:35.999995,1.79
748,38.84192,-122.830618,2013-01-26 07:43:40.800004,1.68
749,38.843079,-122.830472,2013-01-26 07:46:33.600002,1.4
750,38.842275,-122.832169,2013-01-26 07:49:26.400000,2.05
751,38.842776,-122.830028,2013-01-26 07:56:38.400000,1.78
752,38.84258,-122.832098,2013-01-26 08:13:55.199999,1.39
753,38.842045,-122.831972,2013-01-26 08:16:47.999998,1.4
754,38.843388,-122.828309,2013-01-26 09:25:55.200003,1.56
755,38.839286,-122.826183,2013-01-27 01:40:47.999996,2.47
756,38.844244,-122.826386,2013-01-28 05:08:09.600003,1.57
757,38.839941,-122.829232,2013-01-30 10:22:04.800003,1.85
758,38.842443,-122.826181,2013-01-30 15:47:31.200005,1.57
759,38.845953,-122.825428,2013-02-02 01:01:55.199995,1.51
760,38.846114,-122.825888,2013-02-02 01:17:45.600000,1.51
761,38.845478,-122.825835,2013-02-02 01:17:45.600000,2.22
762,38.838972,-122.829287,2013-02-02 15:44:38.399996,1.49
763,38.84007,-122.82989,2013-02-04 20:52:48.000000,1.68
764,38.844215,-122.826988,2013-02-04 22:03:21.600000,1.4
765,38.838734,-122.829263,2013-02-04 22:55:11.999996,1.62
766,38.844569,-122.826083,2013-02-05 00:20:09.599997,1.4
767,38.836685,-122.827576,2013-02-06 04:35:02.399999,1.9
768,38.835947,-122.829424,2013-02-06 15:41:45.599998,1.77
769,38.843497,-122.827515,2013-02-06 17:26:52.799996,1.99
770,38.842513,-122.827928,2013-02-06 17:28:19.200000,2.02
771,38.844035,-122.826351,2013-02-06 18:07:12.000000,2.09
772,38.844326,-122.826473,2013-02-07 06:18:43.200003,1.92
773,38.844815,-122.826416,2013-02-07 06:24:28.799999,1.47
774,38.845921,-122.823524,2013-02-07 21:33:07.200004,1.45
775,38.840776,-122.829768,2013-02-08 00:56:09.599999,1.57
776,38.842877,-122.82484,2013-02-10 07:55:11.999996,1.4
777,38.83928,-122.827714,2013-02-10 16:26:24.000005,1.62
778,38.842641,-122.828714,2013-02-12 11:13:55.199999,1.69
779,38.840948,-122.828844,2013-02-14 03:24:28.799999,1.95
780,38.842506,-122.825951,2013-02-16 23:22:33.600004,1.6
781,38.836862,-122.82768,2013-02-20 06:08:38.400005,1.39
782,38.842245,-122.829641,2013-02-21 03:11:31.200003,1.42
783,38.838618,-122.828875,2013-02-21 09:33:07.200004,2.17
784,38.841802,-122.829054,2013-02-25 13:29:16.800003,1.39
785,38.839462,-122.828321,2013-02-28 07:16:19.199996,1.62
786,38.839731,-122.828005,2013-02-28 10:20:38.399998,2.06
787,38.842624,-122.826236,2013-03-01 06:30:14.399996,1.99
788,38.841398,-122.824769,2013-03-02 15:46:04.800001,1.47
789,38.838989,-122.830567,2013-03-11 06:44:38.399996,2.64
790,38.838872,-122.829321,2013-03-11 06:46:04.800001,1.84
791,38.840739,-122.828965,2013-03-11 07:22:04.800003,1.77
792,38.841603,-122.82951,2013-03-11 09:01:26.400004,1.81
793,38.841247,-122.829858,2013-03-11 09:02:52.799998,1.95
794,38.839498,-122.828276,2013-03-17 17:03:50.400001,1.79
795,38.840418,-122.828915,2013-03-20 16:50:52.800004,2.01
796,38.842124,-122.829117,2013-03-23 16:53:45.600002,1.6
797,38.84221,-122.829694,2013-03-25 23:03:50.400001,1.38
798,38.842685,-122.824688,2013-03-26 11:58:33.599996,1.99
799,38.841985,-122.825178,2013-03-26 12:00:00.000000,1.55
800,38.839823,-122.827098,2013-03-27 03:37:26.399996,2.0
801,38.840274,-122.82981,2013-03-29 13:06:14.399998,1.53
802,38.839038,-122.828986,2013-03-30 20:21:07.200000,2.09
803,38.839739,-122.829192,2013-04-07 03:38:52.800000,1.44
804,38.845556,-122.821926,2013-04-07 12:17:16.799999,1.58
805,38.840552,-122.825934,2013-04-10 10:52:19.199998,2.89
806,38.844284,-122.827168,2013-04-10 12:23:02.399995,1.82
807,38.83969,-122.829511,2013-04-13 01:59:31.199999,2.55
808,38.83901,-122.828694,2013-04-14 20:12:28.799995,1.57
809,38.839238,-122.828766,2013-04-17 04:59:31.199999,1.69
810,38.841447,-122.829747,2013-04-17 20:15:21.600004,1.77
811,38.840484,-122.828982,2013-04-18 16:55:11.999996,1.41
812,38.838085,-122.827891,2013-04-21 07:10:33.600000,1.48
813,38.839488,-122.827266,2013-04-21 10:35:02.399999,1.5
814,38.840842,-122.828688,2013-04-28 10:59:31.199999,1.7
815,38.839184,-122.829792,2013-04-29 12:28:48.000002,2.0
816,38.840312,-122.827729,2013-04-30 02:55:40.799998,1.92
817,38.842215,-122.827757,2013-04-30 05:47:02.400003,1.57
818,38.837169,-122.828078,2013-05-04 08:00:57.600003,1.92
819,38.841877,-122.829336,2013-05-05 10:59:31.199999,1.42
820,38.841097,-122.82922,2013-05-05 13:39:21.600002,1.38
821,38.839783,-122.829699,2013-05-06 03:24:28.799999,2.13
822,38.838515,-122.82716,2013-05-06 20:22:33.600004,2.08
823,38.839028,-122.829512,2013-05-17 22:03:21.600000,2.49
824,38.839262,-122.829738,2013-05-17 22:14:52.800002,2.33
825,38.839685,-122.828076,2013-05-17 22:47:59.999996,1.57
826,38.837988,-122.829923,2013-05-17 22:58:04.800005,1.55
827,38.843243,-122.824333,2013-05-19 15:59:02.399997,1.51
828,38.837872,-122.826139,2013-05-19 22:56:38.400000,1.42
829,38.843634,-122.82827,2013-05-21 02:57:07.200002,1.69
830,38.84327,-122.828024,2013-05-21 02:57:07.200002,1.85
831,38.844271,-122.827447,2013-05-21 03:08:38.400005,1.66
832,38.844703,-122.826732,2013-05-21 03:56:09.599999,1.39
833,38.842587,-122.828799,2013-05-21 05:21:07.200000,2.2
834,38.83608,-122.829226,2013-05-23 23:16:47.999998,2.13
835,38.835634,-122.829949,2013-05-23 23:18:14.400002,1.91
836,38.840395,-122.828775,2013-05-24 17:47:02.400003,1.39
837,38.844387,-122.827476,2013-05-28 09:40:19.200004,1.41
838,38.839333,-122.829451,2013-05-30 18:17:16.799999,1.49
839,38.838374,-122.826897,2013-06-01 00:34:33.599998,2.1
840,38.839665,-122.829388,2013-06-03 18:05:45.599996,2.22
841,38.839822,-122.827605,2013-06-03 20:28:19.200000,1.93
842,38.841712,-122.829843,2013-06-08 23:28:19.200000,1.49
843,38.83653,-122.826854,2013-06-21 08:00:57.600003,1.94
844,38.842282,-122.828947,2013-06-25 18:46:04.800001,2.96
